method,dataset,distribution,score
KNN,CIFAR-10,ID,-0.1637832522392273
KNN,CIFAR-10,ID,-0.371833473443985
KNN,CIFAR-10,ID,-0.3429604768753052
KNN,CIFAR-10,ID,-0.1932125836610794
KNN,CIFAR-10,ID,-0.4741848111152649
KNN,CIFAR-10,ID,-0.23174899816513062
KNN,CIFAR-10,ID,-0.3425375521183014
KNN,CIFAR-10,ID,-0.30284756422042847
KNN,CIFAR-10,ID,-0.39293432235717773
KNN,CIFAR-10,ID,-0.4482307434082031
KNN,CIFAR-10,ID,-0.34168753027915955
KNN,CIFAR-10,ID,-0.4687100648880005
KNN,CIFAR-10,ID,-0.3175429701805115
KNN,CIFAR-10,ID,-0.2490004599094391
KNN,CIFAR-10,ID,-0.1704220473766327
KNN,CIFAR-10,ID,-0.2870844602584839
KNN,CIFAR-10,ID,-0.37085211277008057
KNN,CIFAR-10,ID,-0.1715897023677826
KNN,CIFAR-10,ID,-0.38954898715019226
KNN,CIFAR-10,ID,-0.1423107385635376
KNN,CIFAR-10,ID,-0.31147733330726624
KNN,CIFAR-10,ID,-0.20556843280792236
KNN,CIFAR-10,ID,-0.23614494502544403
KNN,CIFAR-10,ID,-0.25725194811820984
KNN,CIFAR-10,ID,-0.3854656517505646
KNN,CIFAR-10,ID,-0.37916100025177
KNN,CIFAR-10,ID,-0.3230370879173279
KNN,CIFAR-10,ID,-0.3167993426322937
KNN,CIFAR-10,ID,-0.38809144496917725
KNN,CIFAR-10,ID,-0.29158446192741394
KNN,CIFAR-10,ID,-0.25445449352264404
KNN,CIFAR-10,ID,-0.437648743391037
KNN,CIFAR-10,ID,-0.29786378145217896
KNN,CIFAR-10,ID,-0.3874097168445587
KNN,CIFAR-10,ID,-0.2833954095840454
KNN,CIFAR-10,ID,-0.31723836064338684
KNN,CIFAR-10,ID,-0.20193248987197876
KNN,CIFAR-10,ID,-0.27369698882102966
KNN,CIFAR-10,ID,-0.20924262702465057
KNN,CIFAR-10,ID,-0.3045724332332611
KNN,CIFAR-10,ID,-0.2270410656929016
KNN,CIFAR-10,ID,-0.44731879234313965
KNN,CIFAR-10,ID,-0.25313955545425415
KNN,CIFAR-10,ID,-0.24152998626232147
KNN,CIFAR-10,ID,-0.5127127170562744
KNN,CIFAR-10,ID,-0.29244092106819153
KNN,CIFAR-10,ID,-0.1844242960214615
KNN,CIFAR-10,ID,-0.37034982442855835
KNN,CIFAR-10,ID,-0.2614959180355072
KNN,CIFAR-10,ID,-0.23339997231960297
KNN,CIFAR-10,ID,-0.27951425313949585
KNN,CIFAR-10,ID,-0.2020971179008484
KNN,CIFAR-10,ID,-0.26570600271224976
KNN,CIFAR-10,ID,-0.21013034880161285
KNN,CIFAR-10,ID,-0.2761205732822418
KNN,CIFAR-10,ID,-0.27459168434143066
KNN,CIFAR-10,ID,-0.4587456285953522
KNN,CIFAR-10,ID,-0.2798682153224945
KNN,CIFAR-10,ID,-0.3177362382411957
KNN,CIFAR-10,ID,-0.18689566850662231
KNN,CIFAR-10,ID,-0.4629555344581604
KNN,CIFAR-10,ID,-0.3767024278640747
KNN,CIFAR-10,ID,-0.34210312366485596
KNN,CIFAR-10,ID,-0.32522115111351013
KNN,CIFAR-10,ID,-0.2958204746246338
KNN,CIFAR-10,ID,-0.17726391553878784
KNN,CIFAR-10,ID,-0.22816060483455658
KNN,CIFAR-10,ID,-0.18231011927127838
KNN,CIFAR-10,ID,-0.15583249926567078
KNN,CIFAR-10,ID,-0.2660559415817261
KNN,CIFAR-10,ID,-0.29971998929977417
KNN,CIFAR-10,ID,-0.16598941385746002
KNN,CIFAR-10,ID,-0.21557298302650452
KNN,CIFAR-10,ID,-0.30430421233177185
KNN,CIFAR-10,ID,-0.3006603419780731
KNN,CIFAR-10,ID,-0.19117161631584167
KNN,CIFAR-10,ID,-0.2265285700559616
KNN,CIFAR-10,ID,-0.24087241291999817
KNN,CIFAR-10,ID,-0.37858694791793823
KNN,CIFAR-10,ID,-0.3494623899459839
KNN,CIFAR-10,ID,-0.5616256594657898
KNN,CIFAR-10,ID,-0.14894339442253113
KNN,CIFAR-10,ID,-0.2828606963157654
KNN,CIFAR-10,ID,-0.47128576040267944
KNN,CIFAR-10,ID,-0.19991226494312286
KNN,CIFAR-10,ID,-0.27377060055732727
KNN,CIFAR-10,ID,-0.26580244302749634
KNN,CIFAR-10,ID,-0.4372778832912445
KNN,CIFAR-10,ID,-0.46333351731300354
KNN,CIFAR-10,ID,-0.19490833580493927
KNN,CIFAR-10,ID,-0.2867005169391632
KNN,CIFAR-10,ID,-0.24330031871795654
KNN,CIFAR-10,ID,-0.29836201667785645
KNN,CIFAR-10,ID,-0.3742133378982544
KNN,CIFAR-10,ID,-0.19961149990558624
KNN,CIFAR-10,ID,-0.3359343111515045
KNN,CIFAR-10,ID,-0.2439129799604416
KNN,CIFAR-10,ID,-0.39310264587402344
KNN,CIFAR-10,ID,-0.23878100514411926
KNN,CIFAR-10,ID,-0.212167888879776
KNN,CIFAR-10,ID,-0.287555992603302
KNN,CIFAR-10,ID,-0.4538932144641876
KNN,CIFAR-10,ID,-0.4057806730270386
KNN,CIFAR-10,ID,-0.22771109640598297
KNN,CIFAR-10,ID,-0.3994530141353607
KNN,CIFAR-10,ID,-0.20471130311489105
KNN,CIFAR-10,ID,-0.2542201578617096
KNN,CIFAR-10,ID,-0.2248883694410324
KNN,CIFAR-10,ID,-0.1854887306690216
KNN,CIFAR-10,ID,-0.5426803231239319
KNN,CIFAR-10,ID,-0.34471186995506287
KNN,CIFAR-10,ID,-0.524034857749939
KNN,CIFAR-10,ID,-0.2751171290874481
KNN,CIFAR-10,ID,-0.307489275932312
KNN,CIFAR-10,ID,-0.21578054130077362
KNN,CIFAR-10,ID,-0.35752391815185547
KNN,CIFAR-10,ID,-0.2516747713088989
KNN,CIFAR-10,ID,-0.3121507465839386
KNN,CIFAR-10,ID,-0.5337950587272644
KNN,CIFAR-10,ID,-0.2309136688709259
KNN,CIFAR-10,ID,-0.22365440428256989
KNN,CIFAR-10,ID,-0.1542539894580841
KNN,CIFAR-10,ID,-0.37488028407096863
KNN,CIFAR-10,ID,-0.28507012128829956
KNN,CIFAR-10,ID,-0.3307899236679077
KNN,CIFAR-10,ID,-0.41267654299736023
KNN,CIFAR-10,ID,-0.5352080464363098
KNN,CIFAR-10,ID,-0.3557191789150238
KNN,CIFAR-10,ID,-0.2968187928199768
KNN,CIFAR-10,ID,-0.43525487184524536
KNN,CIFAR-10,ID,-0.25008082389831543
KNN,CIFAR-10,ID,-0.41380879282951355
KNN,CIFAR-10,ID,-0.32428914308547974
KNN,CIFAR-10,ID,-0.1826057732105255
KNN,CIFAR-10,ID,-0.20309977233409882
KNN,CIFAR-10,ID,-0.1996568888425827
KNN,CIFAR-10,ID,-0.3470960259437561
KNN,CIFAR-10,ID,-0.32218313217163086
KNN,CIFAR-10,ID,-0.27381131052970886
KNN,CIFAR-10,ID,-0.39577656984329224
KNN,CIFAR-10,ID,-0.34240928292274475
KNN,CIFAR-10,ID,-0.4028635621070862
KNN,CIFAR-10,ID,-0.46714672446250916
KNN,CIFAR-10,ID,-0.2478158324956894
KNN,CIFAR-10,ID,-0.48184069991111755
KNN,CIFAR-10,ID,-0.27711647748947144
KNN,CIFAR-10,ID,-0.19194887578487396
KNN,CIFAR-10,ID,-0.27167245745658875
KNN,CIFAR-10,ID,-0.20377539098262787
KNN,CIFAR-10,ID,-0.14669662714004517
KNN,CIFAR-10,ID,-0.15451845526695251
KNN,CIFAR-10,ID,-0.2903500497341156
KNN,CIFAR-10,ID,-0.3509383797645569
KNN,CIFAR-10,ID,-0.15136836469173431
KNN,CIFAR-10,ID,-0.3436390161514282
KNN,CIFAR-10,ID,-0.43650761246681213
KNN,CIFAR-10,ID,-0.2608756422996521
KNN,CIFAR-10,ID,-0.3199041485786438
KNN,CIFAR-10,ID,-0.280063658952713
KNN,CIFAR-10,ID,-0.17678950726985931
KNN,CIFAR-10,ID,-0.14633618295192719
KNN,CIFAR-10,ID,-0.4519723057746887
KNN,CIFAR-10,ID,-0.22412241995334625
KNN,CIFAR-10,ID,-0.3453603684902191
KNN,CIFAR-10,ID,-0.32403284311294556
KNN,CIFAR-10,ID,-0.30711454153060913
KNN,CIFAR-10,ID,-0.49120014905929565
KNN,CIFAR-10,ID,-0.29641789197921753
KNN,CIFAR-10,ID,-0.3069949746131897
KNN,CIFAR-10,ID,-0.3713771402835846
KNN,CIFAR-10,ID,-0.2467932105064392
KNN,CIFAR-10,ID,-0.2786537706851959
KNN,CIFAR-10,ID,-0.4222550094127655
KNN,CIFAR-10,ID,-0.4172685444355011
KNN,CIFAR-10,ID,-0.23636369407176971
KNN,CIFAR-10,ID,-0.3447381556034088
KNN,CIFAR-10,ID,-0.3038212060928345
KNN,CIFAR-10,ID,-0.29666733741760254
KNN,CIFAR-10,ID,-0.38083651661872864
KNN,CIFAR-10,ID,-0.20086944103240967
KNN,CIFAR-10,ID,-0.2729317545890808
KNN,CIFAR-10,ID,-0.2487913966178894
KNN,CIFAR-10,ID,-0.2951764166355133
KNN,CIFAR-10,ID,-0.3586375117301941
KNN,CIFAR-10,ID,-0.48684945702552795
KNN,CIFAR-10,ID,-0.19065865874290466
KNN,CIFAR-10,ID,-0.4014604389667511
KNN,CIFAR-10,ID,-0.26798567175865173
KNN,CIFAR-10,ID,-0.2546209990978241
KNN,CIFAR-10,ID,-0.22056804597377777
KNN,CIFAR-10,ID,-0.21692660450935364
KNN,CIFAR-10,ID,-0.15365388989448547
KNN,CIFAR-10,ID,-0.2709333896636963
KNN,CIFAR-10,ID,-0.22971881926059723
KNN,CIFAR-10,ID,-0.3020760416984558
KNN,CIFAR-10,ID,-0.35547763109207153
KNN,CIFAR-10,ID,-0.39174309372901917
KNN,CIFAR-10,ID,-0.3376765847206116
KNN,CIFAR-10,ID,-0.330414354801178
KNN,CIFAR-10,ID,-0.2619163393974304
KNN,CIFAR-10,ID,-0.20455022156238556
KNN,CIFAR-10,ID,-0.3190663158893585
KNN,CIFAR-10,ID,-0.3288830518722534
KNN,CIFAR-10,ID,-0.3833511471748352
KNN,CIFAR-10,ID,-0.23311659693717957
KNN,CIFAR-10,ID,-0.16920900344848633
KNN,CIFAR-10,ID,-0.22584736347198486
KNN,CIFAR-10,ID,-0.1895047128200531
KNN,CIFAR-10,ID,-0.2134046107530594
KNN,CIFAR-10,ID,-0.2354077696800232
KNN,CIFAR-10,ID,-0.27366605401039124
KNN,CIFAR-10,ID,-0.17734795808792114
KNN,CIFAR-10,ID,-0.4093141257762909
KNN,CIFAR-10,ID,-0.28653082251548767
KNN,CIFAR-10,ID,-0.31407228112220764
KNN,CIFAR-10,ID,-0.153073251247406
KNN,CIFAR-10,ID,-0.1888607293367386
KNN,CIFAR-10,ID,-0.4042727053165436
KNN,CIFAR-10,ID,-0.24366359412670135
KNN,CIFAR-10,ID,-0.28881970047950745
KNN,CIFAR-10,ID,-0.15873534977436066
KNN,CIFAR-10,ID,-0.26712843775749207
KNN,CIFAR-10,ID,-0.27089425921440125
KNN,CIFAR-10,ID,-0.3218947649002075
KNN,CIFAR-10,ID,-0.261007696390152
KNN,CIFAR-10,ID,-0.3631729483604431
KNN,CIFAR-10,ID,-0.39716121554374695
KNN,CIFAR-10,ID,-0.31564465165138245
KNN,CIFAR-10,ID,-0.3995905816555023
KNN,CIFAR-10,ID,-0.2975504398345947
KNN,CIFAR-10,ID,-0.2656155824661255
KNN,CIFAR-10,ID,-0.25018635392189026
KNN,CIFAR-10,ID,-0.31291723251342773
KNN,CIFAR-10,ID,-0.24130186438560486
KNN,CIFAR-10,ID,-0.3942449986934662
KNN,CIFAR-10,ID,-0.5438363552093506
KNN,CIFAR-10,ID,-0.3886571526527405
KNN,CIFAR-10,ID,-0.22478392720222473
KNN,CIFAR-10,ID,-0.4254475235939026
KNN,CIFAR-10,ID,-0.45970845222473145
KNN,CIFAR-10,ID,-0.2693706452846527
KNN,CIFAR-10,ID,-0.18183478713035583
KNN,CIFAR-10,ID,-0.18923403322696686
KNN,CIFAR-10,ID,-0.37883827090263367
KNN,CIFAR-10,ID,-0.25982388854026794
KNN,CIFAR-10,ID,-0.43885648250579834
KNN,CIFAR-10,ID,-0.4011140763759613
KNN,CIFAR-10,ID,-0.45799481868743896
KNN,CIFAR-10,ID,-0.1752854883670807
KNN,CIFAR-10,ID,-0.2306109517812729
KNN,CIFAR-10,ID,-0.30394479632377625
KNN,CIFAR-10,ID,-0.16157683730125427
KNN,CIFAR-10,ID,-0.375188946723938
KNN,CIFAR-10,ID,-0.22326897084712982
KNN,CIFAR-10,ID,-0.3445572555065155
KNN,CIFAR-10,ID,-0.32882797718048096
KNN,CIFAR-10,ID,-0.22591781616210938
KNN,CIFAR-10,ID,-0.19566039741039276
KNN,CIFAR-10,ID,-0.2859046161174774
KNN,CIFAR-10,ID,-0.26419559121131897
KNN,CIFAR-10,ID,-0.15698982775211334
KNN,CIFAR-10,ID,-0.43014559149742126
KNN,CIFAR-10,ID,-0.33069655299186707
KNN,CIFAR-10,ID,-0.41273561120033264
KNN,CIFAR-10,ID,-0.4201141595840454
KNN,CIFAR-10,ID,-0.3821929097175598
KNN,CIFAR-10,ID,-0.38334524631500244
KNN,CIFAR-10,ID,-0.2908632159233093
KNN,CIFAR-10,ID,-0.2637733519077301
KNN,CIFAR-10,ID,-0.3441374897956848
KNN,CIFAR-10,ID,-0.3345109820365906
KNN,CIFAR-10,ID,-0.42714786529541016
KNN,CIFAR-10,ID,-0.2460983544588089
KNN,CIFAR-10,ID,-0.2294667363166809
KNN,CIFAR-10,ID,-0.17794452607631683
KNN,CIFAR-10,ID,-0.390848308801651
KNN,CIFAR-10,ID,-0.32090798020362854
KNN,CIFAR-10,ID,-0.2066756784915924
KNN,CIFAR-10,ID,-0.2642914354801178
KNN,CIFAR-10,ID,-0.38203367590904236
KNN,CIFAR-10,ID,-0.2317952960729599
KNN,CIFAR-10,ID,-0.3946925699710846
KNN,CIFAR-10,ID,-0.2473890334367752
KNN,CIFAR-10,ID,-0.20839259028434753
KNN,CIFAR-10,ID,-0.2917320132255554
KNN,CIFAR-10,ID,-0.16777878999710083
KNN,CIFAR-10,ID,-0.3947783410549164
KNN,CIFAR-10,ID,-0.27597352862358093
KNN,CIFAR-10,ID,-0.24731530249118805
KNN,CIFAR-10,ID,-0.19175904989242554
KNN,CIFAR-10,ID,-0.31222444772720337
KNN,CIFAR-10,ID,-0.3444876968860626
KNN,CIFAR-10,ID,-0.29068198800086975
KNN,CIFAR-10,ID,-0.2013658583164215
KNN,CIFAR-10,ID,-0.3358258903026581
KNN,CIFAR-10,ID,-0.27565130591392517
KNN,CIFAR-10,ID,-0.3566271960735321
KNN,CIFAR-10,ID,-0.2142074853181839
KNN,CIFAR-10,ID,-0.4306992292404175
KNN,CIFAR-10,ID,-0.16462863981723785
KNN,CIFAR-10,ID,-0.20731665194034576
KNN,CIFAR-10,ID,-0.31708839535713196
KNN,CIFAR-10,ID,-0.2966136634349823
KNN,CIFAR-10,ID,-0.4902324378490448
KNN,CIFAR-10,ID,-0.25653499364852905
KNN,CIFAR-10,ID,-0.33580049872398376
KNN,CIFAR-10,ID,-0.14031311869621277
KNN,CIFAR-10,ID,-0.4241846203804016
KNN,CIFAR-10,ID,-0.16624273359775543
KNN,CIFAR-10,ID,-0.19143489003181458
KNN,CIFAR-10,ID,-0.23206155002117157
KNN,CIFAR-10,ID,-0.4426206946372986
KNN,CIFAR-10,ID,-0.18278780579566956
KNN,CIFAR-10,ID,-0.5474445223808289
KNN,CIFAR-10,ID,-0.3180040121078491
KNN,CIFAR-10,ID,-0.28898370265960693
KNN,CIFAR-10,ID,-0.4236788749694824
KNN,CIFAR-10,ID,-0.36503180861473083
KNN,CIFAR-10,ID,-0.2653726637363434
KNN,CIFAR-10,ID,-0.4762210547924042
KNN,CIFAR-10,ID,-0.3087802827358246
KNN,CIFAR-10,ID,-0.33634284138679504
KNN,CIFAR-10,ID,-0.282723069190979
KNN,CIFAR-10,ID,-0.2704518437385559
KNN,CIFAR-10,ID,-0.19744563102722168
KNN,CIFAR-10,ID,-0.33278724551200867
KNN,CIFAR-10,ID,-0.2653574049472809
KNN,CIFAR-10,ID,-0.24797742068767548
KNN,CIFAR-10,ID,-0.2745174467563629
KNN,CIFAR-10,ID,-0.37466925382614136
KNN,CIFAR-10,ID,-0.415699303150177
KNN,CIFAR-10,ID,-0.20572930574417114
KNN,CIFAR-10,ID,-0.37803345918655396
KNN,CIFAR-10,ID,-0.3285343647003174
KNN,CIFAR-10,ID,-0.17357556521892548
KNN,CIFAR-10,ID,-0.38441553711891174
KNN,CIFAR-10,ID,-0.2242787480354309
KNN,CIFAR-10,ID,-0.20657528936862946
KNN,CIFAR-10,ID,-0.3443736433982849
KNN,CIFAR-10,ID,-0.20583473145961761
KNN,CIFAR-10,ID,-0.27727583050727844
KNN,CIFAR-10,ID,-0.37675002217292786
KNN,CIFAR-10,ID,-0.26094189286231995
KNN,CIFAR-10,ID,-0.3262224793434143
KNN,CIFAR-10,ID,-0.4367096424102783
KNN,CIFAR-10,ID,-0.2281065285205841
KNN,CIFAR-10,ID,-0.4277820289134979
KNN,CIFAR-10,ID,-0.17688995599746704
KNN,CIFAR-10,ID,-0.28873735666275024
KNN,CIFAR-10,ID,-0.30273595452308655
KNN,CIFAR-10,ID,-0.2521359324455261
KNN,CIFAR-10,ID,-0.19256459176540375
KNN,CIFAR-10,ID,-0.2980024218559265
KNN,CIFAR-10,ID,-0.27930667996406555
KNN,CIFAR-10,ID,-0.3220571279525757
KNN,CIFAR-10,ID,-0.27759915590286255
KNN,CIFAR-10,ID,-0.3628215491771698
KNN,CIFAR-10,ID,-0.22032633423805237
KNN,CIFAR-10,ID,-0.33505702018737793
KNN,CIFAR-10,ID,-0.2444395124912262
KNN,CIFAR-10,ID,-0.2833119034767151
KNN,CIFAR-10,ID,-0.30954834818840027
KNN,CIFAR-10,ID,-0.3224250078201294
KNN,CIFAR-10,ID,-0.2130577117204666
KNN,CIFAR-10,ID,-0.24667121469974518
KNN,CIFAR-10,ID,-0.38679641485214233
KNN,CIFAR-10,ID,-0.22870439291000366
KNN,CIFAR-10,ID,-0.19961120188236237
KNN,CIFAR-10,ID,-0.18879854679107666
KNN,CIFAR-10,ID,-0.27115440368652344
KNN,CIFAR-10,ID,-0.2323823720216751
KNN,CIFAR-10,ID,-0.38656580448150635
KNN,CIFAR-10,ID,-0.3779257535934448
KNN,CIFAR-10,ID,-0.2670586109161377
KNN,CIFAR-10,ID,-0.33443522453308105
KNN,CIFAR-10,ID,-0.15601025521755219
KNN,CIFAR-10,ID,-0.1958695650100708
KNN,CIFAR-10,ID,-0.3169266879558563
KNN,CIFAR-10,ID,-0.2696380317211151
KNN,CIFAR-10,ID,-0.2990071773529053
KNN,CIFAR-10,ID,-0.1594049483537674
KNN,CIFAR-10,ID,-0.3876873254776001
KNN,CIFAR-10,ID,-0.16238050162792206
KNN,CIFAR-10,ID,-0.23992279171943665
KNN,CIFAR-10,ID,-0.42992034554481506
KNN,CIFAR-10,ID,-0.4141242504119873
KNN,CIFAR-10,ID,-0.22157856822013855
KNN,CIFAR-10,ID,-0.4525197744369507
KNN,CIFAR-10,ID,-0.3234010934829712
KNN,CIFAR-10,ID,-0.2982567250728607
KNN,CIFAR-10,ID,-0.22431622445583344
KNN,CIFAR-10,ID,-0.2193119376897812
KNN,CIFAR-10,ID,-0.1469065397977829
KNN,CIFAR-10,ID,-0.26368409395217896
KNN,CIFAR-10,ID,-0.3472057282924652
KNN,CIFAR-10,ID,-0.33856329321861267
KNN,CIFAR-10,ID,-0.20851753652095795
KNN,CIFAR-10,ID,-0.17180423438549042
KNN,CIFAR-10,ID,-0.22407853603363037
KNN,CIFAR-10,ID,-0.4464651942253113
KNN,CIFAR-10,ID,-0.43034201860427856
KNN,CIFAR-10,ID,-0.20841632783412933
KNN,CIFAR-10,ID,-0.20254668593406677
KNN,CIFAR-10,ID,-0.32247215509414673
KNN,CIFAR-10,ID,-0.34583500027656555
KNN,CIFAR-10,ID,-0.2899673283100128
KNN,CIFAR-10,ID,-0.4549902379512787
KNN,CIFAR-10,ID,-0.23743677139282227
KNN,CIFAR-10,ID,-0.2781454920768738
KNN,CIFAR-10,ID,-0.3514856994152069
KNN,CIFAR-10,ID,-0.25403955578804016
KNN,CIFAR-10,ID,-0.17316198348999023
KNN,CIFAR-10,ID,-0.5003827810287476
KNN,CIFAR-10,ID,-0.22895106673240662
KNN,CIFAR-10,ID,-0.22630400955677032
KNN,CIFAR-10,ID,-0.29236122965812683
KNN,CIFAR-10,ID,-0.350502610206604
KNN,CIFAR-10,ID,-0.19879254698753357
KNN,CIFAR-10,ID,-0.2739172875881195
KNN,CIFAR-10,ID,-0.18504764139652252
KNN,CIFAR-10,ID,-0.2673713266849518
KNN,CIFAR-10,ID,-0.322989284992218
KNN,CIFAR-10,ID,-0.30189743638038635
KNN,CIFAR-10,ID,-0.25111427903175354
KNN,CIFAR-10,ID,-0.2961656153202057
KNN,CIFAR-10,ID,-0.29751056432724
KNN,CIFAR-10,ID,-0.1586662381887436
KNN,CIFAR-10,ID,-0.398122638463974
KNN,CIFAR-10,ID,-0.24368195235729218
KNN,CIFAR-10,ID,-0.26113826036453247
KNN,CIFAR-10,ID,-0.25179457664489746
KNN,CIFAR-10,ID,-0.1900794357061386
KNN,CIFAR-10,ID,-0.21094880998134613
KNN,CIFAR-10,ID,-0.4184427857398987
KNN,CIFAR-10,ID,-0.20555132627487183
KNN,CIFAR-10,ID,-0.35398927330970764
KNN,CIFAR-10,ID,-0.23531636595726013
KNN,CIFAR-10,ID,-0.27485528588294983
KNN,CIFAR-10,ID,-0.19464914500713348
KNN,CIFAR-10,ID,-0.3224993348121643
KNN,CIFAR-10,ID,-0.38726338744163513
KNN,CIFAR-10,ID,-0.386005699634552
KNN,CIFAR-10,ID,-0.39923837780952454
KNN,CIFAR-10,ID,-0.17590191960334778
KNN,CIFAR-10,ID,-0.23364730179309845
KNN,CIFAR-10,ID,-0.31542137265205383
KNN,CIFAR-10,ID,-0.3758593797683716
KNN,CIFAR-10,ID,-0.16495995223522186
KNN,CIFAR-10,ID,-0.2548336982727051
KNN,CIFAR-10,ID,-0.22661536931991577
KNN,CIFAR-10,ID,-0.46107789874076843
KNN,CIFAR-10,ID,-0.2718246877193451
KNN,CIFAR-10,ID,-0.1820349544286728
KNN,CIFAR-10,ID,-0.239533931016922
KNN,CIFAR-10,ID,-0.3972024619579315
KNN,CIFAR-10,ID,-0.47860008478164673
KNN,CIFAR-10,ID,-0.36557692289352417
KNN,CIFAR-10,ID,-0.3324892520904541
KNN,CIFAR-10,ID,-0.28645968437194824
KNN,CIFAR-10,ID,-0.2743740975856781
KNN,CIFAR-10,ID,-0.43030545115470886
KNN,CIFAR-10,ID,-0.23209749162197113
KNN,CIFAR-10,ID,-0.3727271854877472
KNN,CIFAR-10,ID,-0.19254757463932037
KNN,CIFAR-10,ID,-0.2693062424659729
KNN,CIFAR-10,ID,-0.52027827501297
KNN,CIFAR-10,ID,-0.1937246322631836
KNN,CIFAR-10,ID,-0.28548672795295715
KNN,CIFAR-10,ID,-0.29155051708221436
KNN,CIFAR-10,ID,-0.22117793560028076
KNN,CIFAR-10,ID,-0.34676408767700195
KNN,CIFAR-10,ID,-0.26787644624710083
KNN,CIFAR-10,ID,-0.3998948931694031
KNN,CIFAR-10,ID,-0.17932556569576263
KNN,CIFAR-10,ID,-0.2764694094657898
KNN,CIFAR-10,ID,-0.18896105885505676
KNN,CIFAR-10,ID,-0.3363630473613739
KNN,CIFAR-10,ID,-0.2049618363380432
KNN,CIFAR-10,ID,-0.18688800930976868
KNN,CIFAR-10,ID,-0.35174062848091125
KNN,CIFAR-10,ID,-0.2962811291217804
KNN,CIFAR-10,ID,-0.3605661988258362
KNN,CIFAR-10,ID,-0.28822141885757446
KNN,CIFAR-10,ID,-0.4113757312297821
KNN,CIFAR-10,ID,-0.4203106164932251
KNN,CIFAR-10,ID,-0.28613531589508057
KNN,CIFAR-10,ID,-0.3575074076652527
KNN,CIFAR-10,ID,-0.4103119969367981
KNN,CIFAR-10,ID,-0.36094751954078674
KNN,CIFAR-10,ID,-0.4105586111545563
KNN,CIFAR-10,ID,-0.42010974884033203
KNN,CIFAR-10,ID,-0.16166792809963226
KNN,CIFAR-10,ID,-0.20441175997257233
KNN,CIFAR-10,ID,-0.2605612874031067
KNN,CIFAR-10,ID,-0.42500460147857666
KNN,CIFAR-10,ID,-0.32660576701164246
KNN,CIFAR-10,ID,-0.1974613219499588
KNN,CIFAR-10,ID,-0.3449383080005646
KNN,CIFAR-10,ID,-0.2611320912837982
KNN,CIFAR-10,ID,-0.36010220646858215
KNN,CIFAR-10,ID,-0.16344298422336578
KNN,CIFAR-10,ID,-0.47380557656288147
KNN,CIFAR-10,ID,-0.46415042877197266
KNN,CIFAR-10,ID,-0.2658703625202179
KNN,CIFAR-10,ID,-0.21310526132583618
KNN,CIFAR-10,ID,-0.19038492441177368
KNN,CIFAR-10,ID,-0.3942238390445709
KNN,CIFAR-10,ID,-0.33139389753341675
KNN,CIFAR-10,ID,-0.21935434639453888
KNN,CIFAR-10,ID,-0.19991107285022736
KNN,CIFAR-10,ID,-0.23526139557361603
KNN,CIFAR-10,ID,-0.15003588795661926
KNN,CIFAR-10,ID,-0.36023807525634766
KNN,CIFAR-10,ID,-0.34363970160484314
KNN,CIFAR-10,ID,-0.19208671152591705
KNN,CIFAR-10,ID,-0.1913691908121109
KNN,CIFAR-10,ID,-0.2067362368106842
KNN,CIFAR-10,ID,-0.2065879851579666
KNN,CIFAR-10,ID,-0.22969520092010498
KNN,CIFAR-10,ID,-0.2287205457687378
KNN,CIFAR-10,ID,-0.3500562906265259
KNN,CIFAR-10,ID,-0.2826842665672302
KNN,CIFAR-10,ID,-0.2577611804008484
KNN,CIFAR-10,ID,-0.34482666850090027
KNN,CIFAR-10,ID,-0.354221373796463
KNN,CIFAR-10,ID,-0.22281226515769958
KNN,CIFAR-10,ID,-0.3675575852394104
KNN,CIFAR-10,ID,-0.19928455352783203
KNN,CIFAR-10,ID,-0.2104106992483139
KNN,CIFAR-10,ID,-0.3497002422809601
KNN,CIFAR-10,ID,-0.33093366026878357
KNN,CIFAR-10,ID,-0.2826220691204071
KNN,CIFAR-10,ID,-0.15445247292518616
KNN,CIFAR-10,ID,-0.23327581584453583
KNN,CIFAR-10,ID,-0.3682611882686615
KNN,CIFAR-10,ID,-0.32143503427505493
KNN,CIFAR-10,ID,-0.17544353008270264
KNN,CIFAR-10,ID,-0.42480242252349854
KNN,CIFAR-10,ID,-0.23217041790485382
KNN,CIFAR-10,ID,-0.5405699014663696
KNN,CIFAR-10,ID,-0.4363666772842407
KNN,CIFAR-10,ID,-0.3486270010471344
KNN,CIFAR-10,ID,-0.3054215908050537
KNN,CIFAR-10,ID,-0.24185945093631744
KNN,CIFAR-10,ID,-0.4319145083427429
KNN,CIFAR-10,ID,-0.4085440933704376
KNN,CIFAR-10,ID,-0.2817566692829132
KNN,CIFAR-10,ID,-0.35272058844566345
KNN,CIFAR-10,ID,-0.2550773024559021
KNN,CIFAR-10,ID,-0.35440793633461
KNN,CIFAR-10,ID,-0.21673747897148132
KNN,CIFAR-10,ID,-0.2170257717370987
KNN,CIFAR-10,ID,-0.19512075185775757
KNN,CIFAR-10,ID,-0.434304416179657
KNN,CIFAR-10,ID,-0.455985426902771
KNN,CIFAR-10,ID,-0.2467936873435974
KNN,CIFAR-10,ID,-0.22949843108654022
KNN,CIFAR-10,ID,-0.3510652184486389
KNN,CIFAR-10,ID,-0.3218819797039032
KNN,CIFAR-10,ID,-0.3341965079307556
